file,name
correo.sql.hbm.xml,correo.listarPaginacionCorreoDestino
correo.sql.hbm.xml,correo.comboreglanegocio
correo.sql.hbm.xml,correo.obtenerParametroCorreo
correo.sql.hbm.xml,correo.obtenerParametroCorreoSyPerfilCorreo
correo.sql.hbm.xml,correo.obtenerPerfilesCorreo
correo.sql.hbm.xml,correo.validarEnviosCorreos
correo.sql.hbm.xml,correo.listarCorreoPendienteEnvio
correo.sql.hbm.xml,correo.listarAlertasPendientesGenerarCorreo
correo.sql.hbm.xml,correo.listarCorreoPendienteEnvioGenerico
correoadjunto.sql.hbm.xml,correoadjunto.xxxxxx
correoadjunto.sql.hbm.xml,correoadjunto.contarPaginacion
correoadjunto.sql.hbm.xml,correoadjunto.listarPaginacion
correocuerpo.sql.hbm.xml,correocuerpo.ObtenerXCuerpo
correodestino.sql.hbm.xml,correodestino.enviarlistarPaginacion
correodestino.sql.hbm.xml,correodestino.listarPaginacion
correodestino.sql.hbm.xml,correodestino.contarPaginacion
correodestino.sql.hbm.xml,correodestino.eliminarPorIdCorreoSql
diasemana.sql.hbm.xml,diasemana.xxxxxx
ejecucionlog.sql.hbm.xml,ejecucionlog.estavivobd
error.sql.hbm.xml,error.eliminarRegistrosLimpiar
error.sql.hbm.xml,error.listarPaginacion
error.sql.hbm.xml,error.contarlistarPaginacion
frecuencia.sql.hbm.xml,frecuencia.xxxxxx
frecuenciamensual.sql.hbm.xml,frecuenciamensual.xxxxxx
frecuenciaprogramacion.sql.hbm.xml,frecuenciaprogramacion.xxxxxx
frecuenciatiempo.sql.hbm.xml,frecuenciatiempo.xxxxxx
fuentealerta.sql.hbm.xml,fuentealerta.listar
fuentealerta.sql.hbm.xml,fuentealerta.contar
fuentealerta.sql.hbm.xml,fuentealerta.listarReglaNegocio
fuentealerta.sql.hbm.xml,fuentealerta.eliminarAdicional
fuentealerta.sql.hbm.xml,fuentealerta.eliminarDetalle
fuentealerta.sql.hbm.xml,fuentealerta.eliminar
fuentealerta.sql.hbm.xml,fuentealerta.contarPorReglaNegocio
fuentealertaadicional.sql.hbm.xml,fuentealertaadicional.xxxxxx
fuentealertadetalle.sql.hbm.xml,fuentealertadetalle.xxxxxx
fuentehistoria.sql.hbm.xml,fuentehistoria.xxxxxx
fuentehistoria.sql.hbm.xml,fuentehistoria.listar
fuentehistoria.sql.hbm.xml,fuentehistoria.contar
fuentehistoria.sql.hbm.xml,fuentehistoria.inactivar
logadicional.sql.hbm.xml,logadicional.xxxxxx
logalerta.sql.hbm.xml,logalerta.listar
logalerta.sql.hbm.xml,logalerta.listarcontar
logalerta.sql.hbm.xml,logalerta.listarDetalle
logalerta.sql.hbm.xml,logalerta.listarDetallecontar
logalerta.sql.hbm.xml,logalerta.listarReglasPendientes
logalerta.sql.hbm.xml,logalerta.listarAdicional
logalerta.sql.hbm.xml,logalerta.listarAdicionalcontar
logdetalle.sql.hbm.xml,logdetalle.xxxxxx
ordendia.sql.hbm.xml,ordendia.xxxxxx
perfilcorreo.sql.hbm.xml,perfilcorreo.xxxxxx
proveedorbd.sql.hbm.xml,proveedorbd.xxxxxx
reglanegocio.sql.hbm.xml,reglanegocio.estavivobd
reglanegocio.sql.hbm.xml,reglanegocio.obtenerFechaHoraServidor
reglanegocio.sql.hbm.xml,reglanegocio.extraerDataFuente
reglanegocio.sql.hbm.xml,reglanegocio.obtenerUsuarioActual
reglanegocio.sql.hbm.xml,reglanegocio.LogGenerarAlerta
reglanegocio.sql.hbm.xml,reglanegocio.contar
reglanegocio.sql.hbm.xml,reglanegocio.listar
reglanegocio.sql.hbm.xml,reglanegocio.comboareanegocio
reglanegocio.sql.hbm.xml,reglanegocio.combocompania
reglanegocio.sql.hbm.xml,reglanegocio.listarParaTask
reglanegocio.sql.hbm.xml,reglanegocio.listarPorReglaParaTask
reglanegocio.sql.hbm.xml,reglanegocio.registrarLog
reglanegocio.sql.hbm.xml,reglanegocio.contarlogs
reglanegocio.sql.hbm.xml,reglanegocio.listarlogs
reglanegocio.sql.hbm.xml,reglanegocio.obtenerDtoPorId
reglanegocioadicional.sql.hbm.xml,reglanegocioadicional.xxxxxx
reglanegocioadicional.sql.hbm.xml,reglanegocioadicional.listar
reglanegocioadicional.sql.hbm.xml,reglanegocioadicional.contar
reglanegociodestino.sql.hbm.xml,reglanegociodestino.xxxxxx
reglanegociodestino.sql.hbm.xml,reglanegociodestino.listar
reglanegociodestino.sql.hbm.xml,reglanegociodestino.contar
reglanegociodestino.sql.hbm.xml,reglanegociodestino.selectoremplistar
reglanegociodestino.sql.hbm.xml,reglanegociodestino.selectorempcontar
reglanegociodestino.sql.hbm.xml,reglanegociodestino.validarcorreoyausado
reglanegociodetalle.sql.hbm.xml,reglanegociodetalle.xxxxxx
reglanegociodetalle.sql.hbm.xml,reglanegociodetalle.listar
reglanegociodetalle.sql.hbm.xml,reglanegociodetalle.contar
reglanegocioplan.sql.hbm.xml,reglanegocioplan.xxxxxx
reglanegocioplan.sql.hbm.xml,reglanegocioplan.listar
reglanegocioplan.sql.hbm.xml,reglanegocioplan.contar
reglanegocioprogramacion.sql.hbm.xml,reglanegocioprogramacion.xxxxxx
reglanegocioprogramacion.sql.hbm.xml,reglanegocioprogramacion.listar
reglanegocioprogramacion.sql.hbm.xml,reglanegocioprogramacion.contar
tipodato.sql.hbm.xml,tipodato.xxxxxx
tipodato.sql.hbm.xml,tipodato.ejecucionlogListarPaginacion
tipodato.sql.hbm.xml,tipodato.ejecucionlogContarlistarPaginacion
tipodato.sql.hbm.xml,tipodato.limpiarDatodejecucionlog
tipodestino.sql.hbm.xml,tipodestino.xxxxxx
tipoprogramacion.sql.hbm.xml,tipoprogramacion.xxxxxx
